stored	reencoded	value
-9223372036854776Pi	-9223372036854775807	-9223372036854775807e0
-9223372036854776T	-9223372036854776T	-9223372036854776e12
-9223372036854776Ti	-9223372036854775807	-9223372036854775807e0
-9223372036854776e+21	-9223372036854776e+21	-9223372036854776e21
-9223372036854776e-1	-922337203685477600e-3	-9223372036854776e-1
-9223372036854776e-10	-922337203685478e-9	-922337203685478e-9
-9223372036854776e-1000	-1e-9	-1e-9
-9223372036854776e-18	-9223373e-9	-9223373e-9
-9223372036854776e-19	-922338e-9	-922338e-9
-9223372036854776e-2147483649	-92233720368547760e2147483646	-9223372036854776e2147483647
-9223372036854776e-3	-9223372036854776e-3	-9223372036854776e-3
-9223372036854776e-330	-1e-9	-1e-9
-9223372036854776e-4294967296	-9223372036854776e-4294967296	-9223372036854776e0
-9223372036854776e-4294967297	-922337203685477600e-3	-9223372036854776e-1
-9223372036854776e-9	-9223372036854776e-9	-9223372036854776e-9
-9223372036854776e0	-9223372036854776e0	-9223372036854776e0
-9223372036854776e03	-9223372036854776e03	-9223372036854776e3
-9223372036854776e1	-92233720368547760	-9223372036854776e1
-9223372036854776e10	-92233720368547760e9	-9223372036854776e10
-9223372036854776e1000	-92233720368547760e999	-9223372036854776e1000
-9223372036854776e18	-9223372036854776e18	-9223372036854776e18
-9223372036854776e19	-92233720368547760e18	-9223372036854776e19
-9223372036854776e21	-9223372036854776e21	-9223372036854776e21
-9223372036854776e2147483000	-922337203685477600e2147482998	-9223372036854776e2147483000
-9223372036854776e2147483627	-922337203685477600e2147483625	-9223372036854776e2147483627
-9223372036854776e2147483646	-9223372036854776e2147483646	-9223372036854776e2147483646
-9223372036854776e2147483647	-92233720368547760e2147483646	-9223372036854776e2147483647
-9223372036854776e3	-9223372036854776e3	-9223372036854776e3
-9223372036854776e330	-9223372036854776e330	-9223372036854776e330
-9223372036854776e4294967295	-922337203685477600e-3	-9223372036854776e-1
-9223372036854776e4294967296	-9223372036854776e4294967296	-9223372036854776e0
-9223372036854776e4294967297	-92233720368547760	-9223372036854776e1
-9223372036854776e8589934592	-9223372036854776e8589934592	-9223372036854776e0
-9223372036854776e9	-9223372036854776e9	-9223372036854776e9
-9223372036854776k	-9223372036854776k	-9223372036854776e3
-9223372036854776m	-9223372036854776m	-9223372036854776e-3
-9223372036854776n	-9223372036854776n	-9223372036854776e-9
-9223372036854776u	-9223372036854776u	-9223372036854776e-6
-922337203685478e-9	-922337203685478e-9	-922337203685478e-9
-9223372037e-9	-9223372037e-9	-9223372037e-9
-922337204e-9	-922337204e-9	-922337204e-9
-9223373e-9	-9223373e-9	-9223373e-9
-922338e-9	-922338e-9	-922338e-9
-999	-999	-999e0
-9990	-9990	-999e1
-99900e-3	-99900e-3	-999e-1
-99900e2147482998	-99900e2147482998	-999e2147483000
-99900e2147483625	-99900e2147483625	-999e2147483627
-9990e18	-9990e18	-999e19
-9990e2147483646	-9990e2147483646	-999e2147483647
-9990e9	-9990e9	-999e10
-9990e999	-9990e999	-999e1000
-999999999999999999	-999999999999999999	-999999999999999999e0
-9999999999999999990	-9999999999999999990	-999999999999999999e1
-99999999999999999900e-3	-99999999999999999900e-3	-999999999999999999e-1
-9999999999999999990e18	-9999999999999999990e18	-999999999999999999e19
-9999999999999999990e9	-9999999999999999990e9	-999999999999999999e10
-9999999999999999990e999	-9999999999999999990e999	-999999999999999999e1000
-999999999999999999E	-999999999999999999E	-999999999999999999e18
-999999999999999999E3	-999999999999999999E3	-999999999999999999e3
-999999999999999999Ei	-9223372036854775807	-9223372036854775807e0
-999999999999999999G	-999999999999999999G	-999999999999999999e9
-999999999999999999Gi	-9223372036854775807	-9223372036854775807e0
-999999999999999999Ki	-9223372036854775807	-9223372036854775807e0
-999999999999999999M	-999999999999999999M	-999999999999999999e6
-999999999999999999Mi	-9223372036854775807	-9223372036854775807e0
-999999999999999999P	-999999999999999999P	-999999999999999999e15
-999999999999999999Pi	-9223372036854775807	-9223372036854775807e0
-999999999999999999T	-999999999999999999T	-999999999999999999e12
-999999999999999999Ti	-9223372036854775807	-9223372036854775807e0
-999999999999999999e+21	-999999999999999999e+21	-999999999999999999e21
-999999999999999999e-1	-99999999999999999900e-3	-999999999999999999e-1
-999999999999999999e-10	-100e6	-1e8
-999999999999999999e-1000	-1e-9	-1e-9
-999999999999999999e-18	-1	-1e0
-999999999999999999e-19	-100e-3	-1e-1
-999999999999999999e-2147483649		-999999999999999999e2147483647
-999999999999999999e-3	-999999999999999999e-3	-999999999999999999e-3
-999999999999999999e-330	-1e-9	-1e-9
-999999999999999999e-4294967296	-999999999999999999e-4294967296	-999999999999999999e0
-999999999999999999e-4294967297	-99999999999999999900e-3	-999999999999999999e-1
-999999999999999999e-9	-999999999999999999e-9	-999999999999999999e-9
-999999999999999999e0	-999999999999999999e0	-999999999999999999e0
-999999999999999999e03	-999999999999999999e03	-999999999999999999e3
-999999999999999999e1	-9999999999999999990	-999999999999999999e1
-999999999999999999e10	-9999999999999999990e9	-999999999999999999e10
-999999999999999999e1000	-9999999999999999990e999	-999999999999999999e1000
-999999999999999999e18	-999999999999999999e18	-999999999999999999e18
-999999999999999999e19	-9999999999999999990e18	-999999999999999999e19
-999999999999999999e21	-999999999999999999e21	-999999999999999999e21
-999999999999999999e2147483000		-999999999999999999e2147483000
-999999999999999999e2147483627		-999999999999999999e2147483627
-999999999999999999e2147483646	-999999999999999999e2147483646	-999999999999999999e2147483646
-999999999999999999e2147483647		-999999999999999999e2147483647
-999999999999999999e3	-999999999999999999e3	-999999999999999999e3
-999999999999999999e330	-999999999999999999e330	-999999999999999999e330
-999999999999999999e4294967295	-99999999999999999900e-3	-999999999999999999e-1
-999999999999999999e4294967296	-999999999999999999e4294967296	-999999999999999999e0
-999999999999999999e4294967297	-9999999999999999990	-999999999999999999e1
-999999999999999999e8589934592	-999999999999999999e8589934592	-999999999999999999e0
-999999999999999999e9	-999999999999999999e9	-999999999999999999e9
-999999999999999999k	-999999999999999999k	-999999999999999999e3
-999999999999999999m	-999999999999999999m	-999999999999999999e-3
-999999999999999999n	-999999999999999999n	-999999999999999999e-9
-999999999999999999u	-999999999999999999u	-999999999999999999e-6
-999E	-999E	-999e18
-999E3	-999E3	-999e3
-999Ei	-9223372036854775807	-9223372036854775807e0
-999G	-999G	-999e9
-999Gi	-999Gi	-1072668082176e0
-999Ki	-999Ki	-1022976e0
-999M	-999M	-999e6
-999Mi	-999Mi	-1047527424e0
-999P	-999P	-999e15
-999Pi	-999Pi	-1124774006935781376e0
-999T	-999T	-999e12
-999Ti	-999Ti	-1098412116148224e0
-999e+21	-999e+21	-999e21
-999e-1	-99900e-3	-999e-1
-999e-10	-100e-9	-1e-7
-999e-1000	-1e-9	-1e-9
-999e-18	-1e-9	-1e-9
-999e-19	-1e-9	-1e-9
-999e-2147483649	-9990e2147483646	-999e2147483647
-999e-3	-999e-3	-999e-3
-999e-330	-1e-9	-1e-9
-999e-4294967296	-999e-4294967296	-999e0
-999e-4294967297	-99900e-3	-999e-1
-999e-9	-999e-9	-999e-9
-999e0	-999e0	-999e0
-999e03	-999e03	-999e3
-999e1	-9990	-999e1
-999e10	-9990e9	-999e10
-999e1000	-9990e999	-999e1000
-999e18	-999e18	-999e18
-999e19	-9990e18	-999e19
-999e21	-999e21	-999e21
-999e2147483000	-99900e2147482998	-999e2147483000
-999e2147483627	-99900e2147483625	-999e2147483627
-999e2147483646	-999e2147483646	-999e2147483646
-999e2147483647	-9990e2147483646	-999e2147483647
-999e3	-999e3	-999e3
-999e330	-999e330	-999e330
-999e4294967295	-99900e-3	-999e-1
-999e4294967296	-999e4294967296	-999e0
-999e4294967297	-9990	-999e1
-999e8589934592	-999e8589934592	-999e0
-999e9	-999e9	-999e9
-999k	-999k	-999e3
-999m	-999m	-999e-3
-999n	-999n	-999e-9
-999u	-999u	-999e-6
.5	500m	5e-1
.5E	500P	5e17
.5E3	500	5e2
.5Ei	512Pi	576460752303423488e0
.5G	500M	5e8
.5Gi	512Mi	536870912e0
.5Ki	512	512e0
.5M	500k	5e5
.5Mi	512Ki	524288e0
.5P	500T	5e14
.5Pi	512Ti	562949953421312e0
.5T	500G	5e11
.5Ti	512Gi	549755813888e0
.5e+21	500e18	5e20
.5e-1	50e-3	5e-2
.5e-10	1e-9	1e-9
.5e-1000	1e-9	1e-9
.5e-18	1e-9	1e-9
.5e-19	1e-9	1e-9
.5e-2147483648	50e2147483646	5e2147483647
.5e-2147483649	5e2147483646	5e2147483646
.5e-3	500e-6	5e-4
.5e-330	1e-9	1e-9
.5e-4294967296	500e-3	5e-1
.5e-4294967297	50e-3	5e-2
.5e-9	1e-9	1e-9
.5e0	500e-3	5e-1
.5e03	500	5e2
.5e1	5	5e0
.5e10	5e9	5e9
.5e1000	5e999	5e999
.5e18	500e15	5e17
.5e19	5e18	5e18
.5e21	500e18	5e20
.5e2147483000	50e2147482998	5e2147482999
.5e2147483627	50e2147483625	5e2147483626
.5e2147483646	500e2147483643	5e2147483645
.5e2147483647	5e2147483646	5e2147483646
.5e2147483648	50e2147483646	5e2147483647
.5e3	500	5e2
.5e330	500e327	5e329
.5e4294967295	50e-3	5e-2
.5e4294967296	500e-3	5e-1
.5e4294967297	5	5e0
.5e8589934592	500e-3	5e-1
.5e9	500e6	5e8
.5k	500	5e2
.5m	500u	5e-4
.5n	1n	1e-9
.5u	500n	5e-7
0	0	0
0.0000000001	1n	1e-9
0.0000000001E	100M	1e8
0.0000000001E3	100e-9	1e-7
0.0000000001Ei	115292150460684698n	115292150460684698e-9
0.0000000001G	100m	1e-1
0.0000000001Gi	107374183n	107374183e-9
0.0000000001Ki	103n	103e-9
0.0000000001M	100u	1e-4
0.0000000001Mi	104858n	104858e-9
0.0000000001P	100k	1e5
0.0000000001Pi	112589990684263n	112589990684263e-9
0.0000000001T	100	1e2
0.0000000001Ti	109951162778n	109951162778e-9
0.0000000001e+21	100e9	1e11
0.0000000001e-1	1e-9	1e-9
0.0000000001e-10	1e-9	1e-9
0.0000000001e-1000	1e-9	1e-9
0.0000000001e-18	1e-9	1e-9
0.0000000001e-19	1e-9	1e-9
0.0000000001e-2147483646	1e2147483640	1e2147483640
0.0000000001e-2147483647	100e2147483637	1e2147483639
0.0000000001e-2147483648	10e2147483637	1e2147483638
0.0000000001e-2147483649	1e2147483637	1e2147483637
0.0000000001e-3	1e-9	1e-9
0.0000000001e-330	1e-9	1e-9
0.0000000001e-4294967296	1e-9	1e-9
0.0000000001e-4294967297	1e-9	1e-9
0.0000000001e-9	1e-9	1e-9
0.0000000001e0	1e-9	1e-9
0.0000000001e03	100e-9	1e-7
0.0000000001e1	1e-9	1e-9
0.0000000001e10	1	1e0
0.0000000001e1000	1e990	1e990
0.0000000001e18	100e6	1e8
0.0000000001e19	1e9	1e9
0.0000000001e21	100e9	1e11
0.0000000001e2147483000	10e2147482989	1e2147482990
0.0000000001e2147483627	10e2147483616	1e2147483617
0.0000000001e2147483646	100e2147483634	1e2147483636
0.0000000001e2147483647	1e2147483637	1e2147483637
0.0000000001e2147483648	10e2147483637	1e2147483638
0.0000000001e3	100e-9	1e-7
0.0000000001e330	100e318	1e320
0.0000000001e4294967295	1e-9	1e-9
0.0000000001e4294967296	1e-9	1e-9
0.0000000001e4294967297	1e-9	1e-9
0.0000000001e8589934592	1e-9	1e-9
0.0000000001e9	100e-3	1e-1
0.0000000001k	100n	1e-7
0.0000000001m	1n	1e-9
0.0000000001n	1n	1e-9
0.0000000001u	1n	1e-9
0.000000001	1n	1e-9
0.000000001E	1G	1e9
0.000000001E3	1e-6	1e-6
0.000000001Ei	1152921504606846976n	1152921504606846976e-9
0.000000001G	1	1e0
0.000000001Gi	1073741824n	1073741824e-9
0.000000001Ki	1024n	1024e-9
0.000000001M	1m	1e-3
0.000000001Mi	1048576n	1048576e-9
0.000000001P	1M	1e6
0.000000001Pi	1125899906842624n	1125899906842624e-9
0.000000001T	1k	1e3
0.000000001Ti	1099511627776n	1099511627776e-9
0.000000001e+21	1e12	1e12
0.000000001e-1	1e-9	1e-9
0.000000001e-10	1e-9	1e-9
0.000000001e-1000	1e-9	1e-9
0.000000001e-18	1e-9	1e-9
0.000000001e-19	1e-9	1e-9
0.000000001e-2147483646	10e2147483640	1e2147483641
0.000000001e-2147483647	1e2147483640	1e2147483640
0.000000001e-2147483648	100e2147483637	1e2147483639
0.000000001e-2147483649	10e2147483637	1e2147483638
0.000000001e-3	1e-9	1e-9
0.000000001e-330	1e-9	1e-9
0.000000001e-4294967296	1e-9	1e-9
0.000000001e-4294967297	1e-9	1e-9
0.000000001e-9	1e-9	1e-9
0.000000001e0	1e-9	1e-9
0.000000001e03	1e-6	1e-6
0.000000001e1	10e-9	1e-8
0.000000001e10	10	1e1
0.000000001e1000	10e990	1e991
0.000000001e18	1e9	1e9
0.000000001e19	10e9	1e10
0.000000001e21	1e12	1e12
0.000000001e2147483000	100e2147482989	1e2147482991
0.000000001e2147483627	100e2147483616	1e2147483618
0.000000001e2147483646	1e2147483637	1e2147483637
0.000000001e2147483647	10e2147483637	1e2147483638
0.000000001e2147483648	100e2147483637	1e2147483639
0.000000001e3	1e-6	1e-6
0.000000001e330	1e321	1e321
0.000000001e4294967295	1e-9	1e-9
0.000000001e4294967296	1e-9	1e-9
0.000000001e4294967297	10e-9	1e-8
0.000000001e8589934592	1e-9	1e-9
0.000000001e9	1	1e0
0.000000001k	1u	1e-6
0.000000001m	1n	1e-9
0.000000001n	1n	1e-9
0.000000001u	1n	1e-9
0.001	1m	1e-3
0.001E	1P	1e15
0.001E3	1	1e0
0.001Ei	1152921504606846976m	1152921504606846976e-3
0.001G	1M	1e6
0.001Gi	1073741824m	1073741824e-3
0.001Ki	1024m	1024e-3
0.001M	1k	1e3
0.001Mi	1048576m	1048576e-3
0.001P	1T	1e12
0.001Pi	1125899906842624m	1125899906842624e-3
0.001T	1G	1e9
0.001Ti	1099511627776m	1099511627776e-3
0.001e+21	1e18	1e18
0.001e-1	100e-6	1e-4
0.001e-10	1e-9	1e-9
0.001e-1000	1e-9	1e-9
0.001e-18	1e-9	1e-9
0.001e-19	1e-9	1e-9
0.001e-2147483646	10e2147483646	1e2147483647
0.001e-2147483647	1e2147483646	1e2147483646
0.001e-2147483648	100e2147483643	1e2147483645
0.001e-2147483649	10e2147483643	1e2147483644
0.001e-3	1e-6	1e-6
0.001e-330	1e-9	1e-9
0.001e-4294967296	1e-3	1e-3
0.001e-4294967297	100e-6	1e-4
0.001e-9	1e-9	1e-9
0.001e0	1e-3	1e-3
0.001e03	1	1e0
0.001e1	10e-3	1e-2
0.001e10	10e6	1e7
0.001e1000	10e996	1e997
0.001e18	1e15	1e15
0.001e19	10e15	1e16
0.001e21	1e18	1e18
0.001e2147483000	100e2147482995	1e2147482997
0.001e2147483627	100e2147483622	1e2147483624
0.001e2147483646	1e2147483643	1e2147483643
0.001e2147483647	10e2147483643	1e2147483644
0.001e2147483648	100e2147483643	1e2147483645
0.001e3	1	1e0
0.001e330	1e327	1e327
0.001e4294967295	100e-6	1e-4
0.001e4294967296	1e-3	1e-3
0.001e4294967297	10e-3	1e-2
0.001e8589934592	1e-3	1e-3
0.001e9	1e6	1e6
0.001k	1	1e0
0.001m	1u	1e-6
0.001n	1n	1e-9
0.001u	1n	1e-9
0.1	100m	1e-1
0.1E	100P	1e17
0.1E3	100	1e2
0.1Ei	115292150460684697600m	1152921504606846976e-1
0.1G	100M	1e8
0.1Gi	107374182400m	1073741824e-1
0.1Ki	102400m	1024e-1
0.1M	100k	1e5
0.1Mi	104857600m	1048576e-1
0.1P	100T	1e14
0.1Pi	112589990684262400m	1125899906842624e-1
0.1T	100G	1e11
0.1Ti	109951162777600m	1099511627776e-1
0.1e+21	100e18	1e20
0.1e-1	10e-3	1e-2
0.1e-10	1e-9	1e-9
0.1e-1000	1e-9	1e-9
0.1e-18	1e-9	1e-9
0.1e-19	1e-9	1e-9
0.1e-2147483648	10e2147483646	1e2147483647
0.1e-2147483649	1e2147483646	1e2147483646
0.1e-3	100e-6	1e-4
0.1e-330	1e-9	1e-9
0.1e-4294967296	100e-3	1e-1
0.1e-4294967297	10e-3	1e-2
0.1e-9	1e-9	1e-9
0.1e0	100e-3	1e-1
0.1e03	100	1e2
0.1e1	1	1e0
0.1e10	1e9	1e9
0.1e1000	1e999	1e999
0.1e18	100e15	1e17
0.1e19	1e18	1e18
0.1e21	100e18	1e20
0.1e2147483000	10e2147482998	1e2147482999
0.1e2147483627	10e2147483625	1e2147483626
0.1e2147483646	100e2147483643	1e2147483645
0.1e2147483647	1e2147483646	1e2147483646
0.1e2147483648	10e2147483646	1e2147483647
0.1e3	100	1e2
0.1e330	100e327	1e329
0.1e4294967295	10e-3	1e-2
0.1e4294967296	100e-3	1e-1
0.1e4294967297	1	1e0
0.1e8589934592	100e-3	1e-1
0.1e9	100e6	1e8
0.1k	100	1e2
0.1m	100u	1e-4
0.1n	1n	1e-9
0.1u	100n	1e-7
0.5	500m	5e-1
0.5E	500P	5e17
0.5E3	500	5e2
0.5Ei	512Pi	576460752303423488e0
0.5G	500M	5e8
0.5Gi	512Mi	536870912e0
0.5Ki	512	512e0
0.5M	500k	5e5
0.5Mi	512Ki	524288e0
0.5P	500T	5e14
0.5Pi	512Ti	562949953421312e0
0.5T	500G	5e11
0.5Ti	512Gi	549755813888e0
0.5e+21	500e18	5e20
0.5e-1	50e-3	5e-2
0.5e-10	1e-9	1e-9
0.5e-1000	1e-9	1e-9
0.5e-18	1e-9	1e-9
0.5e-19	1e-9	1e-9
0.5e-2147483648	50e2147483646	5e2147483647
0.5e-2147483649	5e2147483646	5e2147483646
0.5e-3	500e-6	5e-4
0.5e-330	1e-9	1e-9
0.5e-4294967296	500e-3	5e-1
0.5e-4294967297	50e-3	5e-2
0.5e-9	1e-9	1e-9
0.5e0	500e-3	5e-1
0.5e03	500	5e2
0.5e1	5	5e0
0.5e10	5e9	5e9
0.5e1000	5e999	5e999
0.5e18	500e15	5e17
0.5e19	5e18	5e18
0.5e21	500e18	5e20
0.5e2147483000	50e2147482998	5e2147482999
0.5e2147483627	50e2147483625	5e2147483626
0.5e2147483646	500e2147483643	5e2147483645
0.5e2147483647	5e2147483646	5e2147483646
0.5e2147483648	50e2147483646	5e2147483647
0.5e3	500	5e2
0.5e330	500e327	5e329
0.5e4294967295	50e-3	5e-2
0.5e4294967296	500e-3	5e-1
0.5e4294967297	5	5e0
0.5e8589934592	500e-3	5e-1
0.5e9	500e6	5e8
0.5k	500	5e2
0.5m	500u	5e-4
0.5n	1n	1e-9
0.5u	500n	5e-7
01	01	1e0
01E	01E	1e18
01E3	01E3	1e3
01Ei	1Ei	1152921504606846976e0
01G	01G	1e9
01Gi	01Gi	1073741824e0
01Ki	01Ki	1024e0
01M	01M	1e6
01Mi	01Mi	1048576e0
01P	01P	1e15
01Pi	1Pi	1125899906842624e0
01T	01T	1e12
01Ti	01Ti	1099511627776e0
01e+21	01e+21	1e21
01e-1	100e-3	1e-1
01e-10	1e-9	1e-9
01e-1000	1e-9	1e-9
01e-18	1e-9	1e-9
01e-19	1e-9	1e-9
01e-2147483649	10e2147483646	1e2147483647
01e-3	01e-3	1e-3
01e-330	1e-9	1e-9
01e-4294967296	01e-4294967296	1e0
01e-4294967297	100e-3	1e-1
01e-9	01e-9	1e-9
01e0	01e0	1e0
01e03	01e03	1e3
01e1	10	1e1
01e10	10e9	1e10
01e1000	10e999	1e1000
01e18	01e18	1e18
01e19	10e18	1e19
01e21	01e21	1e21
01e2147483000	100e2147482998	1e2147483000
01e2147483627	100e2147483625	1e2147483627
01e2147483646	01e2147483646	1e2147483646
01e2147483647	10e2147483646	1e2147483647
01e3	01e3	1e3
01e330	01e330	1e330
01e4294967295	100e-3	1e-1
01e4294967296	01e4294967296	1e0
01e4294967297	10	1e1
01e8589934592	01e8589934592	1e0
01e9	01e9	1e9
01k	01k	1e3
01m	01m	1e-3
01n	01n	1e-9
01u	01u	1e-6
0E	0	0
0E3	0	0
0Ei	0	0
0G	0	0
0Gi	0	0
0Ki	0	0
0M	0	0
0Mi	0	0
0P	0	0
0Pi	0	0
0T	0	0
0Ti	0	0
0e+21	0	0
0e-1	0	0
0e-10	0	0
0e-1000	0	0
0e-18	0	0
0e-19	0	0
0e-2147483000	0	0
0e-2147483646	0	0
0e-2147483647	0	0
0e-2147483648	0	0
0e-2147483649	0	0
0e-3	0	0
0e-330	0	0
0e-4294967296	0	0
0e-4294967297	0	0
0e-9	0	0
0e0	0	0
0e03	0	0
0e1	0	0
0e10	0	0
0e1000	0	0
0e18	0	0
0e19	0	0
0e21	0	0
0e2147483000	0	0
0e2147483627	0	0
0e2147483646	0	0
0e2147483647	0	0
0e2147483648	0	0
0e3	0	0
